id,Name,Platform,Year,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Card_image,Full_image
91,"Call of Duty: Black Ops IIII",PS4,2018,Shooter,"Activision  ","Treyarch  ",0,0,4.05,3.28,0.5,1.49,9.32,https://www.vgchartz.com/games/boxart/full_6532460AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/6637837221291ccc.png
92,"Mario Party DS",DS,2007,Misc,"Nintendo  ","Hudson Soft  ",7.1,0,4.4,1.86,1.98,0.69,8.93,https://www.vgchartz.com/games/boxart/full_7340729AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/mario-party-ds_banner9.png
93,"Donkey Kong Country",SNES,1994,Platform,"Nintendo  ","Rare Ltd.  ",9,0,4.36,1.71,3,0.23,9.3,https://www.vgchartz.com/games/boxart/6431319ccc.jpg,https://www.vgchartz.com/games/banners/donkey-kong-country_banner100.jpg
94,"Uncharted 3: Drake's Deception",PS3,2011,Action,"Sony Computer Entertainment  ","Naughty Dog  ",9.3,6.3,2.77,2.81,0.19,1.06,6.84,https://www.vgchartz.com/games/boxart/full_uncharted-3-drakes-deception_174AmericaFront.jpg,https://www.vgchartz.com/games/banners/uncharted-3-drakes-deception_banner60.jpg
95,"FIFA 19",PS4,2018,Sports,"Electronic Arts  ","EA Sports  ",0,0,0.84,6.87,0.1,1.34,9.15,https://www.vgchartz.com/games/boxart/full_5970958AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/163646222165ccc.png
96,"Pokémon: Ultra Sun and Ultra Moon",3DS,2017,Role-Playing,"Nintendo  ","Game Freak  ",8.1,0,2.46,1.74,2.55,0.4,7.15,https://www.vgchartz.com/games/boxart/full_9155401AmericaFrontccc.png,https://www.vgchartz.com/games/banners/1277134181292ccc.jpg
97,"The Elder Scrolls V: Skyrim",X360,2011,Role-Playing,"Bethesda Softworks  ","Bethesda Game Studios  ",9.3,0,5.1,2.83,0.1,0.85,8.88,https://www.vgchartz.com/games/boxart/full_the-elder-scrolls-v-skyrim_554AmericaFront.jpg,https://www.vgchartz.com/games/banners/the-elder-scrolls-v-skyrim_banner14.jpg
98,"Mario Party 8",Wii,2007,Misc,"Nintendo  ","Hudson Soft  ",6.5,0,3.74,2.27,1.58,0.7,8.3,https://www.vgchartz.com/games/boxart/full_7451822AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/mario-party-8_banner27.jpg
99,"Super Mario Kart",SNES,1992,Racing,"Nintendo  ","Nintendo EAD  ",10,0,3.54,1.24,3.81,0.18,8.76,https://www.vgchartz.com/games/boxart/full_3980311AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/super-mario-kart_banner53.jpg
100,"Grand Theft Auto V",XOne,2014,Action,"Rockstar Games  ","Rockstar North  ",9,9,4.7,3.25,0.01,0.76,8.72,https://www.vgchartz.com/games/boxart/full_8047513AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/650955673074ccc.png
101,"Final Fantasy VIII",PS,1999,Role-Playing,"Square EA  ","SquareSoft  ",9.4,0,2.28,1.72,3.63,0.23,7.86,https://www.vgchartz.com/games/boxart/1184295ccc.jpg,https://www.vgchartz.com/games/banners/final-fantasy-viii_banner1.jpg
102,"Final Fantasy X",PS2,2001,Role-Playing,"Square  ","SquareSoft  ",9,10,2.91,2.07,2.73,0.33,8.05,https://www.vgchartz.com/games/boxart/4912276ccc.jpg,https://www.vgchartz.com/games/banners/final-fantasy-x_banner83.jpg
103,"Pokémon Black 2 and White 2",DS,2012,Role-Playing,"Nintendo  ","Game Freak  ",8,8.3,2.79,1.79,3.16,0.43,8.16,https://www.vgchartz.com/games/boxart/full_3674437AmericaFrontccc.png,https://www.vgchartz.com/games/banners/714149870468ccc.png
104,"Call of Duty: Infinite Warfare",PS4,2016,Shooter,"Activision  ","Infinity Ward  ",0,0,3.11,3.83,0.19,1.36,8.48,https://www.vgchartz.com/games/boxart/full_5706058AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/8186837108777ccc.png
105,"Fallout 4",PS4,2015,Role-Playing,"Bethesda Softworks  ","Bethesda Game Studios  ",8.6,0,2.91,3.97,0.27,1.34,8.48,https://www.vgchartz.com/games/boxart/full_2507140AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/517753185599ccc.jpg
106,"Mario Kart 8",WiiU,2014,Racing,"Nintendo  ","Nintendo  ",8.8,0,3.22,2.55,1.39,0.54,7.69,https://www.vgchartz.com/games/boxart/full_638065AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/343149871408ccc.png
107,"Tekken 3",PS,1998,Fighting,"Namco  ","Namco  ",9.6,0,3.27,2.22,1.4,0.29,7.16,https://www.vgchartz.com/games/boxart/full_tekken-3_687AmericaFront.jpg,https://www.vgchartz.com/games/banners/tekken-3_banner29.jpg
108,"FIFA 16",PS4,2015,Sports,"EA Sports  ","EA Canada  ",8.5,0,1.15,5.77,0.07,1.23,8.22,https://www.vgchartz.com/games/boxart/full_862315AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/405421385616ccc.jpg
109,"The Last of Us",PS3,2013,Action-Adventure,"Sony Computer Entertainment America  ","Naughty Dog  ",9.5,0,2.41,2.57,0.29,0.99,6.27,https://www.vgchartz.com/games/boxart/full_2562877AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/the-last-of-us_banner71.jpg
110,"GoldenEye 007",N64,1997,Shooter,"Nintendo  ","Rare Ltd.  ",9.8,0,5.8,2.01,0.13,0.15,8.09,https://www.vgchartz.com/games/boxart/2952086ccc.jpg,https://www.vgchartz.com/games/banners/goldeneye-007_banner13.jpg
111,"Star Wars Battlefront (2015)",PS4,2015,Shooter,"Electronic Arts  ","EA DICE  ",7.1,0,3.31,3.19,0.23,1.3,8.03,https://www.vgchartz.com/games/boxart/full_4873252AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/162072483364ccc.jpg
112,"FIFA 13",PS3,2012,Sports,"EA Sports  ","EA Canada  ",0,0,1.07,5.13,0.13,1.68,8.01,https://www.vgchartz.com/games/boxart/full_5731689AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/13582370738ccc.png
113,"Halo 2",XB,2004,Shooter,"Microsoft Game Studios  ","Bungie Studios  ",9.6,0,6.82,1.53,0.05,0.08,8.49,https://www.vgchartz.com/games/boxart/2840502ccc.jpg,https://www.vgchartz.com/games/banners/halo-2_banner97.png
114,"Harry Potter and the Sorcerer's Stone",PS,2001,Action,"Electronic Arts  ","Argonaut Games  ",8,0,1.37,2,0.14,0.22,3.73,https://www.vgchartz.com/games/boxart/full_3182726AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/harry-potter-and-the-sorcerers-stone_banner99.jpg
115,"Grand Theft Auto: Liberty City Stories",PSP,2005,Action,"Rockstar Games  ","Rockstar Leeds  ",8.8,0,2.9,2.83,0.24,1.74,7.72,https://www.vgchartz.com/games/boxart/1340019ccc.jpg,https://www.vgchartz.com/games/banners/grand-theft-auto-liberty-city-stories_banner86.jpg
116,"God of War III",PS3,2010,Action,"Sony Computer Entertainment  ","SCEA Santa Monica Studio  ",9.2,9.4,2.74,1.36,0.12,0.6,4.81,https://www.vgchartz.com/games/boxart/full_3803324AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/god-of-war-iii_banner80.jpg
117,"Pokémon Platinum Version",DS,2009,Role-Playing,"Nintendo  ","Game Freak  ",8.3,8.9,2.76,1.73,2.69,0.54,7.72,https://www.vgchartz.com/games/boxart/full_2423658AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/pokemon-platinum-version_banner37.png
118,"The Legend of Zelda: Ocarina of Time",N64,1998,Adventure,"Nintendo  ","Nintendo EAD  ",9.9,10,4.1,1.89,1.45,0.16,7.6,https://www.vgchartz.com/games/boxart/full_1349358AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/the-legend-of-zelda-ocarina-of-time_banner94.jpg
119,"Call of Duty: Advanced Warfare",PS4,2014,Shooter,"Activision  ","Sledgehammer Games  ",8.5,0,2.84,3.34,0.14,1.22,7.53,https://www.vgchartz.com/games/boxart/full_514368AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/314060981797ccc.jpg
120,"Super Mario Bros. 2",NES,1988,Platform,"Nintendo  ","Nintendo EAD  ",0,0,5.39,1.18,0.7,0.19,7.46,https://www.vgchartz.com/games/boxart/2668604ccc.jpg,https://www.vgchartz.com/games/banners/super-mario-bros-2_banner16.jpg
121,"Super Mario Galaxy 2",Wii,2010,Platform,"Nintendo  ","Nintendo EAD Tokyo  ",9.7,9.8,3.59,2.37,0.98,0.62,7.57,https://www.vgchartz.com/games/boxart/full_903954AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/super-mario-galaxy-2_banner0.jpg
122,"Super Smash Bros. Melee",GC,2001,Fighting,"Nintendo  ","HAL Laboratory  ",9.2,0,4.41,1.04,1.39,0.22,7.07,https://www.vgchartz.com/games/boxart/full_404087AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/super-smash-bros-melee_banner94.png
123,"Call of Duty: Black Ops 3",XOne,2015,Shooter,"Activision  ","Treyarch  ",0,0,4.63,2.04,0.02,0.68,7.37,https://www.vgchartz.com/games/boxart/full_8414457AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/974982685358ccc.jpg
124,"Battlefield 3",X360,2011,Shooter,"Electronic Arts  ","Dice  ",8.5,0,4.47,2.12,0.06,0.69,7.35,https://www.vgchartz.com/games/boxart/full_battlefield-3_439AmericaFront.jpg,https://www.vgchartz.com/games/banners/battlefield-3_banner72.jpg
125,"Yokai Watch 2: Bony Spirits / Fleshy Souls / Psychic Specters",3DS,2016,Role-Playing,"Nintendo  ","Level 5  ",0,0,0.22,0.2,3.19,0.04,3.65,https://www.vgchartz.com/games/boxart/full_8088410AmericaFrontccc.png,https://www.vgchartz.com/games/banners/169080881068ccc.png
126,"The Legend of Zelda: Twilight Princess",Wii,2006,Adventure,"Nintendo  ","Nintendo EAD  ",9.5,9.6,3.74,2.16,0.6,0.69,7.18,https://www.vgchartz.com/games/boxart/full_2379938AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/the-legend-of-zelda-twilight-princess_banner27.jpg
127,"Battlefield 1",PS4,2016,Shooter,"Electronic Arts  ","EA DICE  ",9.1,0,2.2,3.65,0.29,1.12,7.26,https://www.vgchartz.com/games/boxart/full_9032449AmericaFrontccc.png,https://www.vgchartz.com/games/banners/5829446110843ccc.jpg
128,"Battlefield 3",PS3,2011,Shooter,"Electronic Arts  ","Dice  ",8.5,0,2.86,2.94,0.35,1.07,7.21,https://www.vgchartz.com/games/boxart/full_battlefield-3_278AmericaFront.jpg,https://www.vgchartz.com/games/banners/battlefield-3_banner77.jpg
129,"Need for Speed Underground",PS2,2003,Racing,"Electronic Arts  ","EA Black Box  ",8.6,0,3.27,2.83,0.08,1.02,7.2,https://www.vgchartz.com/games/boxart/9040231ccc.jpg,https://www.vgchartz.com/games/banners/58455815491ccc.png
130,"Pokémon Emerald Version",GBA,2005,Role-Playing,"Nintendo  ","Game Freak  ",7.7,0,2.57,1.58,2.06,0.21,6.41,https://www.vgchartz.com/games/boxart/4017681ccc.jpg,https://www.vgchartz.com/games/banners/pokemon-emerald-version_banner42.jpg
131,"Metal Gear Solid 2: Sons of Liberty",PS2,2001,Action,"Konami  ","Konami Computer Entertainment Japan  ",9.5,7,2.45,2.01,0.87,0.72,6.05,https://www.vgchartz.com/games/boxart/7540650ccc.jpg,https://www.vgchartz.com/games/banners/metal-gear-solid-2-sons-of-liberty_banner91.jpg
132,"Need for Speed Underground 2",PS2,2004,Racing,"Electronic Arts  ","EA Black Box  ",8.3,0,2.71,3.02,0.08,1.09,6.9,https://www.vgchartz.com/games/boxart/full_868897AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/need-for-speed-underground-2_banner65.jpg
133,"Mario Kart: Double Dash!!",GC,2003,Racing,"Nintendo  ","Nintendo EAD  ",8.5,0,4.12,1.77,0.87,0.19,6.95,https://www.vgchartz.com/games/boxart/7829386ccc.jpg,https://www.vgchartz.com/games/banners/mario-kart-double-dash_banner66.png
134,"Medal of Honor: Frontline",PS2,2002,Shooter,"Electronic Arts  ","EA Los Angeles  ",9,0,2.93,2.75,0.17,0.99,6.83,https://www.vgchartz.com/games/boxart/7583871ccc.jpg,https://www.vgchartz.com/games/banners/medal-of-honor-frontline_banner64.jpg
135,"Crash Bandicoot",PS,1996,Platform,"Sony Computer Entertainment  ","Naughty Dog  ",7.8,0,3.23,2.35,0.94,0.3,6.82,https://www.vgchartz.com/games/boxart/full_5316597AmericaFrontccc.png,https://www.vgchartz.com/games/banners/crash-bandicoot_banner72.jpg
136,"Uncharted 2: Among Thieves",PS3,2009,Action,"Sony Computer Entertainment  ","Naughty Dog  ",9.5,9.6,3.28,2.22,0.21,1.02,6.74,https://www.vgchartz.com/games/boxart/full_2350454AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/uncharted-2-among-thieves_banner66.png
137,"Call of Duty 4: Modern Warfare",PS3,2007,Shooter,"Activision  ","Infinity Ward  ",9.5,9.6,3.13,2.27,0.28,1.04,6.72,https://www.vgchartz.com/games/boxart/full_75346AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/call-of-duty-4-modern-warfare_banner60.jpg
138,"Tomodachi Life",3DS,2014,Simulation,"Nintendo  ","Nintendo  ",7.8,0,0.97,2.64,1.98,0.28,5.88,https://www.vgchartz.com/games/boxart/full_6316001AmericaFrontccc.png,https://www.vgchartz.com/games/banners/650398281026ccc.png
139,"FIFA Soccer 12",PS3,2011,Sports,"EA Sports  ","EA Canada  ",9.2,0,0.84,4.33,0.11,1.37,6.65,https://www.vgchartz.com/games/boxart/full_fifa-soccer-12_475AmericaFront.jpg,https://www.vgchartz.com/games/banners/fifa-soccer-12_banner93.jpg
140,"FIFA 14",PS3,2013,Sports,"EA Sports  ","EA Canada  ",0,0,0.79,4.77,0.07,0.98,6.61,https://www.vgchartz.com/games/boxart/full_6002851AmericaFrontccc.jpeg,https://www.vgchartz.com/games/banners/154353372084ccc.jpg
141,"Red Dead Redemption",PS3,2011,Action,"Rockstar Games  ","Rockstar San Diego  ",9.5,0,2.82,2.58,0.17,1,6.57,https://www.vgchartz.com/games/boxart/full_7375558AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/red-dead-redemption_banner89.jpg
142,"Donkey Kong Country Returns",Wii,2010,Platform,"Nintendo  ","Retro Studios  ",8.6,0,3.19,1.81,1.03,0.47,6.5,https://www.vgchartz.com/games/boxart/full_donkey-kong-country-returns_6AmericaFront.jpg,https://www.vgchartz.com/games/banners/donkey-kong-country-returns_banner36.jpg
143,"The Legend of Zelda",NES,1987,Adventure,"Nintendo  ","Nintendo EAD  ",9,0,3.74,0.93,1.69,0.14,6.51,https://www.vgchartz.com/games/boxart/full_3817175AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/the-legend-of-zelda_banner4.png
144,"Assassin's Creed III",PS3,2012,Action-Adventure,"Ubisoft  ","Ubisoft Montreal  ",8.8,0,2.65,2.61,0.16,1.08,6.5,https://www.vgchartz.com/games/boxart/full_7776699AmericaFrontccc.jpeg,https://www.vgchartz.com/games/banners/789459170617ccc.jpg
145,"Red Dead Redemption",X360,2010,Action,"Rockstar Games  ","Rockstar San Diego  ",9.5,10,3.77,2.03,0.09,0.6,6.5,https://www.vgchartz.com/games/boxart/full_2634795AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/red-dead-redemption_banner15.jpg
146,"The Elder Scrolls V: Skyrim",PS3,2011,Role-Playing,"Bethesda Softworks  ","Bethesda Game Studios  ",9,0,2.57,2.68,0.25,0.99,6.49,https://www.vgchartz.com/games/boxart/full_the-elder-scrolls-v-skyrim_425AmericaFront.jpg,https://www.vgchartz.com/games/banners/the-elder-scrolls-v-skyrim_banner73.jpg
147,"Final Fantasy XII",PS2,2006,Role-Playing,"Square Enix  ","Square Enix  ",9.4,9.5,1.88,0,2.33,1.74,5.95,https://www.vgchartz.com/games/boxart/full_5437540AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/final-fantasy-xii_banner89.png
148,"Pokémon Crystal Version",GBC,2001,Role-Playing,"Nintendo  ","Game Freak  ",8.7,0,2.55,1.56,1.29,0.99,6.39,https://www.vgchartz.com/games/boxart/2989621ccc.jpg,https://www.vgchartz.com/games/banners/76243864021ccc.jpg
149,Minecraft,PS4,2014,Misc,"Sony Computer Entertainment  ","Mojang  ",9.4,0,1.89,3.13,0.35,0.96,6.33,https://www.vgchartz.com/games/boxart/full_6776646AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/191092775586ccc.jpg
150,"Luigi's Mansion: Dark Moon",3DS,2013,Adventure,"Nintendo  ","Next Level Games  ",8.6,0,2.03,1.88,1.17,0.36,5.44,https://www.vgchartz.com/games/boxart/full_5092550AmericaFrontccc.png,https://www.vgchartz.com/games/banners/luigis-mansion-2_banner18.jpg
151,"FIFA 15",PS4,2014,Sports,"EA Sports  ","EA Canada  ",8.1,0,0.83,4.49,0.05,0.94,6.32,https://www.vgchartz.com/games/boxart/full_189344AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/325433482916ccc.jpg
152,"Kingdom Hearts",PS2,2002,Role-Playing,"Square EA  ","SquareSoft  ",8.5,0,3.64,1.2,1.49,0.07,6.4,https://www.vgchartz.com/games/boxart/6663606ccc.jpg,https://www.vgchartz.com/games/banners/kingdom-hearts_banner85.jpg
153,"Street Fighter II: The World Warrior",SNES,1992,Fighting,"Capcom  ","Capcom  ",0,0,2.47,0.83,2.87,0.12,6.3,https://www.vgchartz.com/games/boxart/1247493ccc.jpg,https://www.vgchartz.com/games/banners/street-fighter-ii-the-world-warrior_banner8.jpg
154,Driver,PS,1999,Action,"GT Interactive  ","Reflections Interactive  ",8.5,0,3.11,2.8,0.02,0.33,6.27,https://www.vgchartz.com/games/boxart/7411582ccc.jpg,https://www.vgchartz.com/games/banners/driver_banner70.jpg
155,"Big Brain Academy",DS,2006,Misc,"Nintendo  ","Nintendo EAD  ",7.7,0,1.66,2.75,1.6,0.62,6.63,https://www.vgchartz.com/games/boxart/full_8805912AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/8216840193ccc.png
156,"Metal Gear Solid",PS,1998,Action,"Konami  ","Konami Computer Entertainment Japan  ",9.3,0,3.18,1.83,0.78,0.24,6.03,https://www.vgchartz.com/games/boxart/9272999ccc.jpg,https://www.vgchartz.com/games/banners/metal-gear-solid_banner29.png
157,"Metal Gear Solid 4: Guns of the Patriots",PS3,2008,Action,"Konami  ","Kojima Productions  ",9.3,9.8,2.63,1.72,0.83,0.81,6,https://www.vgchartz.com/games/boxart/full_9894043AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/metal-gear-solid-4-guns-of-the-patriots_banner11.jpg
158,"Sonic the Hedgehog 2",GEN,1992,Platform,"Sega  ","Sonic Team  ",0,0,4.47,1.2,0.16,0.19,6.03,https://www.vgchartz.com/games/boxart/full_7789756AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/sonic-the-hedgehog-2_banner49.png
159,"Tekken 5",PS2,2005,Fighting,"Namco  ","Namco  ",9,0,0.93,1.94,0.31,0.7,3.87,https://www.vgchartz.com/games/boxart/full_9832080AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/tekken-5_banner6.jpg
160,"Mario Kart: Super Circuit",GBA,2001,Racing,"Nintendo  ","Intelligent Systems  ",9.3,0,2.62,1.64,0.99,0.23,5.47,https://www.vgchartz.com/games/boxart/2658248ccc.jpg,https://www.vgchartz.com/games/banners/mario-kart-super-circuit_banner71.jpg
161,"Super Mario Sunshine",GC,2002,Platform,"Nintendo  ","Nintendo EAD  ",9.2,0,4.01,1.26,0.87,0.17,6.31,https://www.vgchartz.com/games/boxart/full_7690529AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/super-mario-sunshine_banner89.jpg
162,"Super Mario 3D World",WiiU,2013,Platform,"Nintendo  ","Nintendo EAD Tokyo  ",9.5,0,2.31,1.54,0.79,0.37,5.01,https://www.vgchartz.com/games/boxart/full_5846657AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/863419073166ccc.png
163,"New Super Mario Bros. U",WiiU,2012,Platform,"Nintendo  ","Nintendo EAD  ",8.4,0,2.3,1.63,1.32,0.38,5.62,https://www.vgchartz.com/games/boxart/full_2519436AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/299818870766ccc.png
164,"Link's Crossbow Training",Wii,2007,Shooter,"Nintendo  ","Nintendo EAD  ",6.9,0,3.05,1.17,0.29,0.46,4.98,https://www.vgchartz.com/games/boxart/full_links-crossbow-training_1AmericaFront.jpg,https://www.vgchartz.com/games/banners/links-crossbow-training_banner93.jpg
165,Destiny,PS4,2014,Shooter,"Activision  ","Bungie  ",0,0,2.53,2.13,0.16,0.94,5.76,https://www.vgchartz.com/games/boxart/full_6703728AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/553768771525ccc.jpg
166,"Tekken 2",PS,1996,Fighting,"Namco  ","Namco  ",9.1,0,2.26,1.89,1.36,0.23,5.74,https://www.vgchartz.com/games/boxart/full_tekken-2_616AmericaFront.jpg,https://www.vgchartz.com/games/banners/tekken-2_banner73.jpg
167,"Crash Bandicoot 3: Warped",PS,1998,Platform,"Sony Computer Entertainment  ","Naughty Dog  ",9.3,0,3.68,1.75,1.42,0.28,7.13,https://www.vgchartz.com/games/boxart/8735469ccc.jpg,https://www.vgchartz.com/games/banners/crash-bandicoot-3-warped_banner76.jpg
168,"Uncharted: The Nathan Drake Collection",PS4,2015,Action,"Sony Computer Entertainment  ","Bluepoint Games  ",0,0,2.55,2.11,0.1,0.94,5.7,https://www.vgchartz.com/games/boxart/full_421168AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/867633185628ccc.png
169,"Super Mario World: Super Mario Advance 2",GBA,2002,Platform,"Nintendo  ","Nintendo EAD  ",9.4,0,3.21,1.11,0.95,0.2,5.46,https://www.vgchartz.com/games/boxart/5020276ccc.jpg,https://www.vgchartz.com/games/banners/super-mario-world-super-mario-advance-2_banner32.jpg
170,"Cooking Mama",DS,2006,Simulation,"Majesco  ","Office Create  ",6.6,0,3.09,1.92,0.07,0.58,5.66,https://www.vgchartz.com/games/boxart/full_4805635AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/cooking-mama_banner19.jpg
171,Tetris,NES,1989,Puzzle,"Nintendo  ","Nintendo  ",0,0,2.97,0.69,1.81,0.11,5.58,https://www.vgchartz.com/games/boxart/full_4580639AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/tetris_banner58.jpg
172,"Super Mario Advance",GBA,2001,Platform,"Nintendo  ","Nintendo EAD  ",8.2,0,3.14,1.24,0.91,0.2,5.49,https://www.vgchartz.com/games/boxart/1255012ccc.png,https://www.vgchartz.com/games/banners/super-mario-advance_banner6.jpg
173,"Assassin's Creed II",PS3,2009,Action,"Ubisoft  ","Ubisoft Montreal  ",9,0,2.54,1.95,0.21,0.86,5.57,https://www.vgchartz.com/games/boxart/full_5252150AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/assassins-creed-ii_banner36.jpg
174,"Super Smash Bros.",N64,1999,Fighting,"Nintendo  ","HAL Laboratory  ",8.4,0,2.95,0.6,1.97,0.04,5.55,https://www.vgchartz.com/games/boxart/full_4987723AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/super-smash-bros_banner92.jpg
175,"Assassin's Creed",X360,2007,Action,"Ubisoft  ","Ubisoft Montreal  ",8.2,8,3.28,1.64,0.07,0.56,5.55,https://www.vgchartz.com/games/boxart/full_7562642AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/assassins-creed_banner5.jpg
176,"Batman: Arkham City",PS3,2011,Action,"Warner Bros. Interactive  ","Rocksteady Studios  ",9.6,0,2.72,1.89,0.11,0.82,5.54,https://www.vgchartz.com/games/boxart/full_batman-arkham-city_591AmericaFront.jpg,https://www.vgchartz.com/games/banners/batman-arkham-city_banner47.jpg
177,"Forza Motorsport 3",X360,2009,Racing,"Microsoft Game Studios  ","Turn 10 Studios  ",9.2,9.8,2.99,1.9,0.1,0.51,5.5,https://www.vgchartz.com/games/boxart/full_forza-motorsport-3_9AmericaFront.jpg,https://www.vgchartz.com/games/banners/forza-motorsport-3_banner3.png
178,"Dragon Quest IX: Sentinels of the Starry Skies",DS,2010,Role-Playing,"Nintendo  ","Level 5  ",8.6,0,0.63,0.67,4.35,0.15,5.79,https://www.vgchartz.com/games/boxart/full_9921863AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/dragon-quest-ix-sentinels-of-the-starry-skies_banner63.jpg
179,"Final Fantasy IX",PS,2000,Role-Playing,"Square  ","SquareSoft  ",9.2,0,1.62,0.77,2.78,0.14,5.3,https://www.vgchartz.com/games/boxart/5453509ccc.jpg,https://www.vgchartz.com/games/banners/final-fantasy-ix_banner2.png
180,"Final Fantasy X-2",PS2,2003,Role-Playing,"Square Enix  ","Square Enix  ",8.3,0,1.92,1.08,2.11,0.17,5.29,https://www.vgchartz.com/games/boxart/1345488ccc.jpg,https://www.vgchartz.com/games/banners/final-fantasy-x-2_banner18.jpg
181,"Pokémon Stadium",N64,2000,Strategy,"Nintendo  ","HAL Laboratory  ",7.5,0,3.18,1.24,0.94,0.09,5.45,https://www.vgchartz.com/games/boxart/full_6051233AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/82711471767ccc.png
182,"Super Mario Advance 4: Super Mario Bros. 3",GBA,2003,Platform,"Nintendo  ","Nintendo EAD  ",9.2,0,2.93,1.25,0.83,0.2,5.2,https://www.vgchartz.com/games/boxart/3074364ccc.jpg,https://www.vgchartz.com/games/banners/super-mario-advance-4-super-mario-bros-3_banner6.jpg
