,Rank,Name,Platform,Year,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,card_image,full_image
928,939,FIFA Soccer 2005,PS2,2004.0,Sports,EA Sports  ,EA Canada  ,8.4,,0.58,2.48,0.04,0.59,3.7,https://www.vgchartz.com/games/boxart/3316569ccc.gif,https://www.vgchartz.com/games/banners/fifa-soccer-2005_banner89.jpg
931,942,Super Mario Maker,3DS,2016.0,Platform,Nintendo  ,Nintendo  ,7.3,,0.78,1.04,1.25,0.16,3.23,https://www.vgchartz.com/games/boxart/full_6084466AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/5545261132798ccc.jpg
932,943,The Legend of Zelda: Skyward Sword,Wii,2011.0,Adventure,Nintendo  ,Nintendo EAD  ,9.4,,2.03,1.18,0.37,0.39,3.96,https://www.vgchartz.com/games/boxart/full_the-legend-of-zelda-skyward-sword_217AmericaFront.jpg,https://www.vgchartz.com/games/banners/the-legend-of-zelda-skyward-sword_banner20.jpg
933,944,Tony Hawk's Pro Skater 4,PS2,2002.0,Sports,Activision  ,Neversoft Entertainment  ,9.6,,2.13,1.18,0.01,0.35,3.67,https://www.vgchartz.com/games/boxart/8945880ccc.jpg,https://www.vgchartz.com/games/banners/tony-hawks-pro-skater-4_banner10.jpg
935,946,MySims,DS,2007.0,Simulation,Electronic Arts  ,EA Redwood Shores  ,6.7,,1.58,1.6,0.08,0.4,3.66,https://www.vgchartz.com/games/boxart/full_8603668AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/mysims_banner88.jpg
936,947,Banjo-Kazooie,N64,1998.0,Platform,Nintendo  ,Rare Ltd.  ,9.3,9.4,1.87,1.13,0.55,0.1,3.65,https://www.vgchartz.com/games/boxart/1238741ccc.jpg,https://www.vgchartz.com/games/banners/banjo-kazooie_banner4.jpg
937,948,SOCOM: U.S. Navy SEALs,PS2,2002.0,Shooter,Sony Computer Entertainment  ,Zipper Interactive  ,8.0,,2.53,0.81,0.06,0.24,3.65,https://www.vgchartz.com/games/boxart/full_7967734AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/socom-us-navy-seals_banner19.jpg
938,949,Battlefield 4,PS3,2013.0,Shooter,Electronic Arts  ,EA DICE  ,8.7,,1.31,1.5,0.27,0.55,3.64,https://www.vgchartz.com/games/boxart/full_5853156AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/561316271510ccc.jpg
939,950,Jak and Daxter: The Precursor Legacy,PS2,2001.0,Platform,Sony Computer Entertainment  ,Naughty Dog  ,9.0,8.9,2.08,1.09,0.15,0.33,3.64,https://www.vgchartz.com/games/boxart/full_971930AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/jak-and-daxter-the-precursor-legacy_banner16.jpg
940,951,Pokémon Snap,N64,1999.0,Simulation,Nintendo  ,HAL Laboratory  ,7.9,,2.23,0.68,0.66,0.06,3.63,https://www.vgchartz.com/games/boxart/full_1502405AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/pokemon-snap_banner55.jpg
941,952,Pro Evolution Soccer 2008,PS2,2008.0,Sports,Konami  ,Konami  ,8.2,,0.05,0.0,0.64,2.93,3.63,https://www.vgchartz.com/games/boxart/560317ccc.jpg,https://www.vgchartz.com/games/banners/pro-evolution-soccer-2008_banner52.png
942,953,FIFA Soccer 10,PS3,2009.0,Sports,EA Sports  ,EA Canada  ,9.0,,0.6,2.46,0.05,0.52,3.63,https://www.vgchartz.com/games/boxart/full_3447697AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/fifa-soccer-10_banner17.jpg
944,955,Star Wars Battlefront,PS2,2004.0,Shooter,LucasArts  ,Pandemic Studios  ,8.1,,1.93,1.22,0.03,0.44,3.61,https://www.vgchartz.com/games/boxart/8508334ccc.jpg,https://www.vgchartz.com/games/banners/star-wars-battlefront_banner52.jpg
950,961,Metal Gear Solid 3: Snake Eater,PS2,2004.0,Action,Konami  ,KCEJ / Kojima Productions  ,9.0,,1.46,0.0,0.83,1.93,4.23,https://www.vgchartz.com/games/boxart/full_2666802AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/metal-gear-solid-3-snake-eater_banner65.png
952,963,Assassin's Creed Syndicate,PS4,2015.0,Action,Ubisoft  ,Ubisoft Quebec  ,8.6,,0.9,2.06,0.08,0.55,3.6,https://www.vgchartz.com/games/boxart/full_7518379AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/190359985503ccc.png
953,964,Star Wars Battlefront II,PS2,2005.0,Shooter,LucasArts  ,Pandemic Studios  ,8.5,,2.18,1.02,0.03,0.37,3.59,https://www.vgchartz.com/games/boxart/6381124ccc.gif,https://www.vgchartz.com/games/banners/star-wars-battlefront-ii_banner18.jpg
954,965,Assassin's Creed: Unity,XOne,2014.0,Action,Ubisoft  ,Ubisoft Montreal  ,,,2.34,0.9,0.0,0.34,3.58,https://www.vgchartz.com/games/boxart/full_8320518AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/556041980236ccc.png
955,966,Cooking Mama 2: Dinner With Friends,DS,2007.0,Simulation,Majesco  ,Office Create  ,6.9,,1.6,1.49,0.1,0.39,3.58,https://www.vgchartz.com/games/boxart/full_2185806AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/937207712740ccc.jpg
957,968,WWF SmackDown!,PS,2000.0,Fighting,THQ  ,Yuke's  ,,,2.01,1.35,0.06,0.16,3.58,https://www.vgchartz.com/games/boxart/1857498ccc.jpg,https://www.vgchartz.com/games/banners/72782096532ccc.png
959,970,Battlefield 4,X360,2013.0,Shooter,Electronic Arts  ,EA DICE  ,8.7,,2.16,1.05,0.02,0.32,3.54,https://www.vgchartz.com/games/boxart/full_162643AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/490067271511ccc.jpg
960,971,Grand Theft Auto: Liberty City Stories,PS2,2006.0,Action,Rockstar Games  ,Rockstar Leeds  ,8.3,,1.56,1.4,0.07,0.5,3.54,https://www.vgchartz.com/games/boxart/full_1027141AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/grand-theft-auto-liberty-city-stories_banner56.jpg
961,972,The Getaway,PS2,2003.0,Action,Sony Computer Entertainment  ,Team Soho  ,7.7,,1.23,1.77,0.05,0.49,3.54,https://www.vgchartz.com/games/boxart/9254920ccc.jpg,https://www.vgchartz.com/games/banners/56039902382ccc.jpg
962,973,Tomb Raider III: Adventures of Lara Croft,PS,1998.0,Adventure,Eidos Interactive  ,Core Design Ltd.  ,8.2,,1.66,1.58,0.12,0.18,3.54,https://www.vgchartz.com/games/boxart/4532529ccc.jpg,https://www.vgchartz.com/games/banners/42353122474ccc.jpg
963,974,Batman: Arkham Asylum,X360,2009.0,Action,Eidos Interactive  ,Rocksteady Studios  ,9.1,,2.24,0.95,0.02,0.33,3.54,https://www.vgchartz.com/games/boxart/full_1668550AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/batman-arkham-asylum_banner27.png
964,975,Assassin's Creed: Brotherhood,X360,2010.0,Action,Ubisoft  ,Ubisoft Montreal  ,9.1,,2.87,0.39,0.03,0.25,3.53,https://www.vgchartz.com/games/boxart/full_assassins-creed-brotherhood_1AmericaFront.jpg,https://www.vgchartz.com/games/banners/assassins-creed-brotherhood_banner57.jpg
965,976,James Bond 007: Agent Under Fire,PS2,2001.0,Shooter,Electronic Arts  ,EA Redwood Shores  ,,,1.9,1.13,0.1,0.41,3.53,https://www.vgchartz.com/games/boxart/3115195ccc.jpg,https://www.vgchartz.com/games/banners/63675956304ccc.png
966,977,LEGO Star Wars: The Video Game,PS2,2005.0,Action,Eidos Interactive  ,Traveller's Tales  ,7.9,,1.98,1.14,0.01,0.41,3.53,https://www.vgchartz.com/games/boxart/full_6469736AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/lego-star-wars-the-video-game_banner94.jpg
967,978,Resident Evil 5,X360,2009.0,Action,Capcom  ,Capcom  ,8.6,,2.13,0.93,0.12,0.34,3.53,https://www.vgchartz.com/games/boxart/full_2466064AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/resident-evil-5_banner88.jpg
969,980,NBA 2K17,PS4,2016.0,Sports,2K Sports  ,Visual Concepts  ,9.0,,2.28,0.59,0.03,0.63,3.52,https://www.vgchartz.com/games/boxart/full_1333599AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/8600295103818ccc.jpg
970,981,FIFA Soccer 11,X360,2010.0,Sports,EA Sports  ,EA Canada  ,8.7,,0.71,2.39,0.02,0.4,3.52,https://www.vgchartz.com/games/boxart/full_fifa-soccer-11_8AmericaFront.jpg,https://www.vgchartz.com/games/banners/fifa-soccer-11_banner47.jpg
971,982,Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,1996.0,Platform,Nintendo  ,Rare Ltd.  ,8.8,,1.17,0.5,1.75,0.08,3.51,https://www.vgchartz.com/games/boxart/full_7949056AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/donkey-kong-country-3-dixie-kongs-double-trouble_banner100.jpg
977,988,Fable II,X360,2008.0,Role-Playing,Microsoft Game Studios  ,Lionhead Studios  ,9.0,9.3,2.51,1.24,0.11,0.41,4.28,https://www.vgchartz.com/games/boxart/full_9713176AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/fable-ii_banner48.png
978,989,Kung Fu,NES,1985.0,Action,Nintendo  ,Irem Software Engineering  ,,,1.64,0.38,1.42,0.06,3.5,https://www.vgchartz.com/games/boxart/full_kung-fu_775AmericaFront.jpg,https://www.vgchartz.com/games/banners/70776366314ccc.png
982,993,Resident Evil 3: Nemesis,PS,1999.0,Action,Capcom  ,Capcom  ,9.4,,1.3,0.77,1.54,0.11,3.72,https://www.vgchartz.com/games/boxart/9182743ccc.jpg,https://www.vgchartz.com/games/banners/resident-evil-3-nemesis_banner77.jpg
988,999,FIFA Soccer 2004,PS2,2003.0,Sports,EA Sports  ,EA Canada  ,8.0,,0.59,2.36,0.04,0.51,3.49,https://www.vgchartz.com/games/boxart/6928045ccc.jpg,https://www.vgchartz.com/games/banners/fifa-soccer-2004_banner53.jpg
990,1011,Halo: The Master Chief Collection,XOne,2014.0,Shooter,Microsoft Studios  ,343 Industries  ,,,2.06,1.04,0.03,0.31,3.44,https://www.vgchartz.com/games/boxart/full_1508066AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/954625783194ccc.png
993,1014,Tekken 4,PS2,2002.0,Fighting,Namco  ,Namco  ,7.9,,1.55,1.27,0.33,0.29,3.44,https://www.vgchartz.com/games/boxart/full_9587449AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/28752442345ccc.png
994,1015,FIFA 14,PS4,2013.0,Sports,EA Sports  ,EA Canada  ,,,0.62,2.18,0.12,0.51,3.43,https://www.vgchartz.com/games/boxart/full_5130076AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/382330773754ccc.png
995,1016,LittleBigPlanet 2,PS3,2011.0,Platform,Sony Computer Entertainment  ,Media Molecule  ,9.1,,1.83,1.07,0.06,0.47,3.43,https://www.vgchartz.com/games/boxart/full_littlebigplanet-2_308AmericaFront.jpg,https://www.vgchartz.com/games/banners/littlebigplanet-2_banner92.jpg
998,1019,Spider-Man 2,PS2,2004.0,Action,Activision  ,Treyarch  ,7.9,,1.75,1.2,0.02,0.43,3.41,https://www.vgchartz.com/games/boxart/4171363ccc.jpg,https://www.vgchartz.com/games/banners/spider-man-2_banner72.jpg
999,1020,F-1 Race,GB,1991.0,Racing,Nintendo  ,Nintendo  ,,,1.73,0.69,0.59,0.4,3.41,https://www.vgchartz.com/games/boxart/full_1140685AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/82626753240ccc.jpg
1004,1025,FIFA Soccer 2003,PS2,2002.0,Sports,EA Sports  ,EA Canada  ,,,0.46,2.28,0.05,0.61,3.4,https://www.vgchartz.com/games/boxart/9447551ccc.jpg,https://www.vgchartz.com/games/banners/fifa-soccer-2003-all-region-sales_banner68.jpg
1006,1027,Crash Bash,PS,2000.0,Misc,Sony Computer Entertainment  ,Eurocom Entertainment Software  ,6.8,,1.56,1.47,0.19,0.17,3.39,https://www.vgchartz.com/games/boxart/4722160ccc.jpg,https://www.vgchartz.com/games/banners/crash-bash_banner5.jpg
1009,1030,Tekken: Dark Resurrection,PSP,2006.0,Fighting,Namco Bandai  ,8ing/Raizing  ,8.7,,0.76,1.1,0.12,0.65,2.62,https://www.vgchartz.com/games/boxart/full_8209665AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/tekken-dark-resurrection_banner92.jpg
1010,1031,The Elder Scrolls V: Skyrim Special Edition,PS4,2016.0,Role-Playing,Bethesda Softworks  ,Bethesda Softworks  ,8.3,,1.24,1.5,0.08,0.54,3.36,https://www.vgchartz.com/games/boxart/full_7599322AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/9681343119946ccc.jpg
1011,1032,Watch Dogs 2,PS4,2016.0,Action,Ubisoft  ,Ubisoft  ,,,0.98,1.74,0.12,0.52,3.36,https://www.vgchartz.com/games/boxart/full_8315580AmericaFrontccc.png,https://www.vgchartz.com/games/banners/646713786722ccc.png
1012,1033,The Legend of Zelda: Majora's Mask,N64,2000.0,Adventure,Nintendo  ,Nintendo EAD  ,9.3,,1.9,0.67,0.73,0.06,3.36,https://www.vgchartz.com/games/boxart/6629690ccc.jpg,https://www.vgchartz.com/games/banners/the-legend-of-zelda-majoras-mask_banner51.jpg
1014,1035,Yoshi's Island DS,DS,2006.0,Platform,Nintendo  ,Artoon  ,8.2,,1.45,0.07,1.1,0.15,2.77,https://www.vgchartz.com/games/boxart/full_3486976AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/yoshis-island-ds_banner7.jpg
1016,1037,Assassin's Creed IV: Black Flag,X360,2013.0,Action-Adventure,Ubisoft  ,Ubisoft Montreal  ,8.5,,1.9,1.14,0.01,0.3,3.34,https://www.vgchartz.com/games/boxart/full_4496262AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/539690671599ccc.jpg
1017,1038,NBA 2K18,PS4,2017.0,Sports,2K Sports  ,Visual Concepts  ,8.1,,2.13,0.57,0.04,0.59,3.34,https://www.vgchartz.com/games/boxart/full_2457781AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/8004594174555ccc.png
1018,1039,Big Brain Academy: Wii Degree,Wii,2007.0,Misc,Nintendo  ,Nintendo EAD  ,7.1,,1.05,1.91,0.41,0.42,3.79,https://www.vgchartz.com/games/boxart/full_6559570AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/41721202906ccc.jpg
1019,1040,Luigi's Mansion,GC,2001.0,Action,Nintendo  ,Nintendo EAD  ,7.9,,2.38,0.67,0.46,0.1,3.6,https://www.vgchartz.com/games/boxart/6379438ccc.jpg,https://www.vgchartz.com/games/banners/luigis-mansion_banner16.png
1020,1041,James Bond 007: Nightfire,PS2,2002.0,Shooter,Electronic Arts  ,Eurocom Entertainment Software  ,,,1.45,1.29,0.12,0.46,3.33,https://www.vgchartz.com/games/boxart/6105471ccc.jpg,https://www.vgchartz.com/games/banners/james-bond-007-nightfire_banner59.jpg
1021,1042,Star Wars Episode III: Revenge of the Sith,PS2,2005.0,Action,LucasArts  ,The Collective  ,,,1.47,1.39,0.03,0.43,3.32,https://www.vgchartz.com/games/boxart/full_5479051AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/19310395764ccc.png
1022,1043,Max Payne,PS2,2001.0,Shooter,Rockstar Games  ,Remedy Entertainment  ,8.1,,1.99,1.05,0.05,0.22,3.31,https://www.vgchartz.com/games/boxart/7983566ccc.jpg,https://www.vgchartz.com/games/banners/max-payne_banner74.jpg
1030,1051,The Lord of the Rings: The Return of the King,PS2,2003.0,Action,Electronic Arts  ,"Hypnos Entertainment, Inc.  ",8.4,,1.5,1.28,0.05,0.46,3.28,https://www.vgchartz.com/games/boxart/3546885ccc.jpg,https://www.vgchartz.com/games/banners/the-lord-of-the-rings-the-return-of-the-king_banner11.jpg
1034,1055,The Legend of Zelda: Majora's Mask 3D,3DS,2015.0,Action-Adventure,Nintendo  ,GREZZO  ,9.0,,1.2,0.64,0.48,0.18,2.5,https://www.vgchartz.com/games/boxart/full_8193629AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/270847685055ccc.png
1036,1057,True Crime: Streets of LA,PS2,2003.0,Action,Activision  ,Luxoflux  ,,,1.89,1.05,0.02,0.31,3.27,https://www.vgchartz.com/games/boxart/2607496ccc.jpg,https://www.vgchartz.com/games/banners/true-crime-streets-of-la_banner28.jpg
1037,1058,Gran Turismo (PSP),PSP,2009.0,Racing,Sony Computer Entertainment  ,Polyphony Digital  ,,,0.51,1.59,0.31,0.86,3.27,https://www.vgchartz.com/games/boxart/full_5266833AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/260498273238ccc.png
1038,1059,Far Cry 3,PS3,2012.0,Shooter,Ubisoft  ,Ubisoft Montreal  ,,,0.88,1.79,0.1,0.5,3.27,https://www.vgchartz.com/games/boxart/full_9340109AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/26707351770ccc.png
1039,1060,God of War: Chains of Olympus,PSP,2008.0,Action,Sony Computer Entertainment  ,Ready at Dawn  ,8.9,9.5,1.48,1.0,0.04,0.66,3.19,https://www.vgchartz.com/games/boxart/full_3484636AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/god-of-war-chains-of-olympus_banner47.jpg
1041,1062,Flash Focus: Vision Training in Minutes a Day,DS,2007.0,Misc,Nintendo  ,Bandai Namco Games  ,6.1,,0.86,1.56,1.05,0.35,3.83,https://www.vgchartz.com/games/boxart/full_3097585AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/444794912879ccc.jpg
1042,1063,Ratchet & Clank: Up Your Arsenal,PS2,2004.0,Platform,Sony Computer Entertainment  ,Insomniac Games  ,9.1,,1.31,0.74,0.31,0.22,2.57,https://www.vgchartz.com/games/boxart/2584016ccc.jpg,https://www.vgchartz.com/games/banners/ratchet-ampamp-clank-up-your-arsenal_banner42.jpg
1044,1065,L.A. Noire,PS3,2011.0,Adventure,Rockstar Games  ,Team Bondi  ,9.1,,1.29,1.31,0.12,0.49,3.21,https://www.vgchartz.com/games/boxart/full_la-noire_75AmericaFront.jpg,https://www.vgchartz.com/games/banners/la-noire_banner79.jpg
1046,1067,Baseball,NES,1985.0,Sports,Nintendo  ,Nintendo  ,,,0.73,0.1,2.35,0.02,3.2,https://www.vgchartz.com/games/boxart/5489947ccc.jpg,https://www.vgchartz.com/games/banners/29243156198ccc.png
1048,1069,Detroit: Become Human,PS4,2018.0,Adventure,Sony Interactive Entertainment  ,Quantic Dream  ,8.0,,0.55,0.67,0.12,0.24,1.57,https://www.vgchartz.com/games/boxart/full_6117415AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/133750186175ccc.jpg
1053,1074,Killer Instinct,SNES,1995.0,Fighting,Nintendo  ,Rare Ltd.  ,,,2.26,0.72,0.12,0.1,3.2,https://www.vgchartz.com/games/boxart/full_5572538AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/killer-instinct_banner57.jpg
1054,1075,Perfect Dark,N64,2000.0,Shooter,Rare  ,Rare Ltd.  ,9.7,,1.55,0.75,0.16,0.06,2.52,https://www.vgchartz.com/games/boxart/full_3056323AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/perfect-dark_banner2.jpg
1056,1077,WWF SmackDown! 2: Know Your Role,PS,2000.0,Fighting,THQ  ,Yuke's  ,8.7,,1.76,1.21,0.07,0.16,3.2,https://www.vgchartz.com/games/boxart/3194073ccc.jpg,https://www.vgchartz.com/games/banners/72245176533ccc.png
1057,1078,Assassin's Creed IV: Black Flag,PS4,2013.0,Action-Adventure,Ubisoft  ,Ubisoft Montreal  ,8.3,,1.07,1.55,0.06,0.51,3.19,https://www.vgchartz.com/games/boxart/full_4303408AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/927948871596ccc.jpg
1059,1080,1-2-Switch,NS,2017.0,Party,Nintendo  ,Nintendo EPD  ,5.7,,0.62,1.2,0.5,0.15,2.46,https://www.vgchartz.com/games/boxart/full_3991269AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/1458852153115ccc.png
1060,1081,Personal Trainer: Cooking,DS,2008.0,Misc,Nintendo  ,Nintendo EAD  ,8.4,,0.91,1.01,1.03,0.17,3.13,https://www.vgchartz.com/games/boxart/full_5100943AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/10471222394ccc.png
1062,1083,Enter the Matrix,PS2,2003.0,Action,Atari  ,Shiny Entertainment  ,,,1.78,1.12,0.09,0.19,3.18,https://www.vgchartz.com/games/boxart/full_3940160AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/enter-the-matrix_banner69.jpg
1063,1084,Assassin's Creed Odyssey,PS4,2018.0,Action-Adventure,Ubisoft  ,Ubisoft Quebec  ,9.5,,1.18,1.4,0.09,0.51,3.18,https://www.vgchartz.com/games/boxart/full_1336415AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/8506401222151ccc.png
1064,1085,Fallout: New Vegas,PS3,2010.0,Role-Playing,Bethesda Softworks  ,Obsidian Entertainment  ,8.2,,1.54,1.04,0.1,0.49,3.17,https://www.vgchartz.com/games/boxart/full_fallout-new-vegas_9AmericaFront.jpg,https://www.vgchartz.com/games/banners/fallout-new-vegas_banner40.png
1065,1086,Sonic Heroes,PS2,2004.0,Platform,Sega  ,Sonic Team  ,6.6,,1.04,1.37,0.06,0.49,2.96,https://www.vgchartz.com/games/boxart/6747618ccc.jpg,https://www.vgchartz.com/games/banners/sonic-heroes_banner55.jpg
1070,1091,Spider-Man,PS,2000.0,Action,Activision  ,Neversoft Entertainment  ,,,1.7,1.25,0.02,0.16,3.13,https://www.vgchartz.com/games/boxart/5099878ccc.jpg,https://www.vgchartz.com/games/banners/spider-man_banner36.jpg
1072,1093,The Elder Scrolls IV: Oblivion,PS3,2007.0,Role-Playing,Bethesda Softworks  ,4J Studios  ,9.3,,1.69,0.86,0.14,0.44,3.12,https://www.vgchartz.com/games/boxart/full_1480417AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/the-elder-scrolls-iv-oblivion_banner67.png
1074,1095,Star Wars Episode I Racer,N64,1999.0,Racing,LucasArts  ,LucasArts  ,8.7,,2.31,0.62,0.14,0.04,3.12,https://www.vgchartz.com/games/boxart/full_8967697AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/star-wars-episode-i-racer_banner26.png
1075,1096,Tekken 6,PS3,2009.0,Fighting,Namco Bandai  ,Namco Bandai Games  ,7.9,,1.2,0.97,0.17,0.42,2.77,https://www.vgchartz.com/games/boxart/full_6306253AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/tekken-6_banner48.jpg
1077,1098,Resident Evil 6,PS3,2012.0,Action,Capcom  ,Capcom  ,,,0.88,0.97,0.88,0.39,3.12,https://www.vgchartz.com/games/boxart/full_8142222AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/resident-evil-6_banner42.jpg
1078,1099,Tom Clancy's Ghost Recon Wildlands,PS4,2017.0,Shooter,Ubisoft  ,Ubisoft Paris  ,7.0,,1.07,1.35,0.22,0.47,3.12,https://www.vgchartz.com/games/boxart/full_6335056AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/722753685753ccc.png
1079,1100,NBA 2K13,X360,2012.0,Sports,2K Sports  ,Visual Concepts  ,8.6,,2.62,0.21,0.01,0.28,3.11,https://www.vgchartz.com/games/boxart/full_3710885AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/662059470741ccc.jpg
1080,1101,Titanfall,XOne,2014.0,Shooter,Electronic Arts  ,Respawn Entertainment  ,,,1.88,0.91,0.04,0.28,3.11,https://www.vgchartz.com/games/boxart/full_8915130AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/546341172891ccc.png
1081,1102,Mario Party 9,Wii,2012.0,Party,Nintendo  ,"Nd Cube Co., Ltd.  ",6.5,,1.06,1.15,0.77,0.22,3.2,https://www.vgchartz.com/games/boxart/full_mario-party-9_118AmericaFront.jpg,https://www.vgchartz.com/games/banners/mario-party-9_banner72.png
1086,1107,Mass Effect 2,X360,2010.0,Role-Playing,Electronic Arts  ,BioWare Edmonton  ,9.5,8.9,1.99,0.81,0.03,0.27,3.1,https://www.vgchartz.com/games/boxart/full_7787486AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/mass-effect-2_banner81.jpg
