Rank,Name,Platform,Year,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,card_image,full_image
2271,Railroad Tycoon II,PC,1998,Strategy,Gathering of Developers  ,PopTop Software  ,8.3,,,,,,,https://www.vgchartz.com/games/boxart/9314502ccc.jpg,https://www.vgchartz.com/games/banners/124484516805ccc.jpg
2272,Rayman Raving Rabbids: TV Party,All,2008,Party,Ubisoft  ,Ubisoft Paris  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_8709109AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/2554115227869ccc.png
2273,Rugrats: Search For Reptar,PS,1998,Adventure,THQ  ,n-Space  ,,,1.63,1.53,,0.18,3.34,https://www.vgchartz.com/games/boxart/8686530ccc.jpg,https://www.vgchartz.com/games/banners/23010291952ccc.jpg
2274,Runaway,Series,2003,Adventure,Tri Synergy  ,Pendulo Studios  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_8660646AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/4849047228375ccc.png
2275,Rygar,Series,1987,Action-Adventure,Tecmo  ,Tecmo  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_1858913AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/7962510226087ccc.png
2276,Slay the Spire,PC,2019,Strategy,Mega Crit Games  ,Mega Crit Games  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_6635497AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/1565908223397ccc.png
2277,Sonic CD,SCD,1993,Platform,Sega  ,Sonic Team  ,,,1.0,0.36,0.09,0.05,1.5,https://www.vgchartz.com/games/boxart/4691586ccc.jpg,https://www.vgchartz.com/games/banners/sonic-cd_banner74.jpg
2278,Sonic Colors,DS,2010,Platform,Sega  ,Sonic Team  ,8.2,8.1,0.69,0.48,0.01,0.12,1.3,https://www.vgchartz.com/games/boxart/full_sonic-colors_4AmericaFront.jpg,https://www.vgchartz.com/games/banners/sonic-colors_banner28.jpg
2279,SoulCalibur II,PS2,2003,Fighting,Namco  ,Namco  ,9.1,,1.06,0.62,0.13,0.25,2.06,https://www.vgchartz.com/games/boxart/full_5860515AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/soulcalibur-ii-all-regions-data_banner37.jpg
2280,Stronghold,PC,2001,Strategy,Gathering of Developers  ,FireFly Studios  ,,,,0.1,,0.01,0.11,https://www.vgchartz.com/games/boxart/6699786ccc.jpg,https://www.vgchartz.com/games/banners/549239113152ccc.jpeg
2281,Stronghold,All,2001,Strategy,Take-Two Interactive  ,FireFly Studios  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_6202569AmericaFrontccc.png,https://www.vgchartz.com/games/banners/5951066228446ccc.png
2282,Tales of Arise,All,2021,Role-Playing,Bandai Namco Entertainment  ,Bandai Namco Games  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_353860AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/8524455229723ccc.png
2283,Tales of Vesperia: Definitive Edition,All,2019,Role-Playing,Namco Bandai Games  ,Bandai Namco Games  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_932003AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/3087349229722ccc.png
2284,Tekken Tag Tournament 2,All,2011,Fighting,Bandai Namco Games  ,Bandai Namco Games  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_6313605AmericaFrontccc.png,https://www.vgchartz.com/games/banners/8663787227678ccc.png
2285,Unreal,PC,1998,Shooter,GT Interactive  ,Epic Games  ,8.7,,,,,,,https://www.vgchartz.com/games/boxart/full_unreal_59AmericaFront.jpg,https://www.vgchartz.com/games/banners/98805047283ccc.png
2286,Warriors Orochi,All,2007,Action,KOEI  ,Omega Force  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_131208AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/2590200227537ccc.png
2287,WWE All Stars,All,2011,Sports,THQ  ,THQ  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_3618093AmericaFrontccc.png,https://www.vgchartz.com/games/banners/7386023227619ccc.png
2288,WWF No Mercy,N64,2000,Fighting,THQ  ,Aki Corp.  ,9.1,,1.2,0.27,0.02,0.02,1.5,https://www.vgchartz.com/games/boxart/7140334ccc.jpg,https://www.vgchartz.com/games/banners/79070642736ccc.jpg
2289,Rock Band 2,PS3,2008,Misc,MTV Games  ,Harmonix Music Systems  ,8.9,,1.13,0.2,,0.16,1.5,https://www.vgchartz.com/games/boxart/601232ccc.jpg,https://www.vgchartz.com/games/banners/rock-band-2_banner75.jpg
2290,Football Manager 2012,PC,2011,Sports,Sega  ,Sega  ,8.5,,0.02,1.16,,0.32,1.5,https://www.vgchartz.com/games/boxart/full_football-manager-2012_589PALFront.jpg,https://www.vgchartz.com/games/banners/football-manager-2012_banner85.jpg
2291,Pac-Man World,PS,1999,Action,Namco  ,Namco  ,,,1.21,0.14,0.1,0.04,1.5,https://www.vgchartz.com/games/boxart/8977809ccc.jpg,https://www.vgchartz.com/games/banners/74945516383ccc.png
2292,Mass Effect: Andromeda,PS4,2017,Role-Playing,Electronic Arts  ,BioWare Corp.  ,,,0.58,0.67,,0.25,1.49,https://www.vgchartz.com/games/boxart/full_1916775AmericaFrontccc.png,https://www.vgchartz.com/games/banners/836814583369ccc.png
2293,Mafia II,PS3,2010,Action,2K Games  ,Illusion Softworks  ,7.0,,0.5,0.7,0.04,0.25,1.49,https://www.vgchartz.com/games/boxart/full_mafia-ii_4AmericaFront.jpg,https://www.vgchartz.com/games/banners/mafia-ii_banner55.jpg
2294,Dead Rising 2,X360,2010,Action,Capcom  ,Blue Castle Games  ,8.2,,0.75,0.53,0.09,0.13,1.49,https://www.vgchartz.com/games/boxart/full_dead-rising-2_9AmericaFront.jpg,https://www.vgchartz.com/games/banners/dead-rising-2_banner99.jpg
2295,Medal of Honor: Frontline,XB,2002,Shooter,Electronic Arts  ,EA Los Angeles  ,,,1.0,0.43,,0.06,1.49,https://www.vgchartz.com/games/boxart/full_3542984AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/medal-of-honor-frontline_banner4.jpg
2296,Metro: Last Light,PC,2013,Shooter,Deep Silver  ,4a-games  ,,,0.06,0.12,,0.01,0.19,https://www.vgchartz.com/games/boxart/full_7682778PALFrontccc.jpg,https://www.vgchartz.com/games/banners/329707571328ccc.jpg
2297,Madden NFL 15,PS3,2014,Sports,EA Sports  ,EA Tiburon  ,,,1.11,0.11,,0.28,1.49,https://www.vgchartz.com/games/boxart/full_6917012AmericaFrontccc.jpeg,https://www.vgchartz.com/games/banners/128928681572ccc.png
2298,Madden NFL 09,PS2,2008,Sports,EA Sports  ,EA Tiburon  ,,,1.22,0.0,,0.27,1.49,https://www.vgchartz.com/games/boxart/full_3518377AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/madden-nfl-09_banner50.jpg
2299,Resistance 3,PS3,2011,Shooter,Sony Computer Entertainment  ,Insomniac Games  ,8.3,,0.64,0.57,0.05,0.22,1.49,https://www.vgchartz.com/games/boxart/full_resistance-3_940AmericaFront.jpg,https://www.vgchartz.com/games/banners/resistance-3_banner12.jpg
2300,Banjo-Tooie,N64,2000,Platform,Nintendo  ,Rare Ltd.  ,9.3,,0.82,0.36,0.25,0.06,1.49,https://www.vgchartz.com/games/boxart/full_5046467AmericaFrontccc.png,https://www.vgchartz.com/games/banners/banjo-tooie_banner90.jpg
2301,Pokémon Mystery Dungeon: Explorers of Sky,DS,2009,Role-Playing,Nintendo  ,ChunSoft  ,5.7,,0.57,0.43,0.44,0.12,1.56,https://www.vgchartz.com/games/boxart/full_pokemon-mystery-dungeon-explorers-of-sky_10AmericaFront.jpg,https://www.vgchartz.com/games/banners/pokemon-mystery-dungeon-explorers-of-sky_banner38.png
2302,Romancing SaGa 2,SNES,1993,Role-Playing,Square  ,SquareSoft  ,,,,,1.17,0.0,1.17,https://www.vgchartz.com/games/boxart/full_3687534JapanFrontccc.jpg,https://www.vgchartz.com/games/banners/64259074195ccc.png
2303,Buzz! The BIG Quiz,PS2,2006,Misc,Sony Computer Entertainment  ,Relentless Software  ,,,,1.1,,0.39,1.49,https://www.vgchartz.com/games/boxart/full_3589454PALFrontccc.jpg,https://www.vgchartz.com/games/banners/239361312719ccc.jpg
2304,State of Decay,PC,2013,Action-Adventure,Microsoft Studios  ,Undead Labs  ,,,,0.0,,0.0,0.0,https://www.vgchartz.com/games/boxart/full_984420AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/457703371780ccc.png
2305,Tom Clancy's Ghost Recon: Future Soldier,X360,2012,Shooter,Ubisoft  ,Ubisoft Paris  ,,,0.94,0.4,0.02,0.13,1.48,https://www.vgchartz.com/games/boxart/full_6922534AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/tom-clancys-ghost-recon-future-soldier_banner51.jpg
2306,LEGO Star Wars III: The Clone Wars,X360,2011,Action,LucasArts  ,Traveller's Tales  ,7.9,,0.84,0.51,,0.13,1.48,https://www.vgchartz.com/games/boxart/full_lego-star-wars-iii-the-clone-wars_502AmericaFront.jpg,https://www.vgchartz.com/games/banners/lego-star-wars-iii-the-clone-wars_banner53.jpg
2307,Bratz: Forever Diamondz,DS,2006,Adventure,THQ  ,Barking Lizards  ,,,0.43,0.88,,0.18,1.48,https://www.vgchartz.com/games/boxart/7296233ccc.jpg,https://www.vgchartz.com/games/banners/9814754902ccc.jpg
2308,Drawn To Life: SpongeBob SquarePants Edition,DS,2008,Adventure,THQ  ,Altron  ,,,0.99,0.35,,0.14,1.48,https://www.vgchartz.com/games/boxart/full_1018256AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/drawn-to-life-spongebob-squarepants-edition_banner95.jpg
2309,Sonic's Ultimate Genesis Collection,X360,2009,Misc,Sega  ,Backbone Entertainment  ,8.1,,0.9,0.44,,0.14,1.48,https://www.vgchartz.com/games/boxart/full_777818AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/sonics-ultimate-genesis-collection_banner66.jpg
2310,LEGO Battles: Ninjago,DS,2011,Strategy,Warner Bros. Interactive  ,Hellbent Games  ,5.0,,1.03,0.33,,0.12,1.48,https://www.vgchartz.com/games/boxart/full_lego-battles-ninjago_518AmericaFront.jpg,https://www.vgchartz.com/games/banners/lego-battles-ninjago_banner86.png
2311,Final Fight,SNES,1991,Action,Capcom  ,Capcom  ,10.0,,0.67,0.17,0.69,0.03,1.56,https://www.vgchartz.com/games/boxart/full_final-fight_2AmericaFront.jpg,https://www.vgchartz.com/games/banners/final-fight_banner64.jpg
2312,Nintendo World Cup,NES,1990,Sports,Nintendo  ,Technos Japan Corporation  ,,,0.28,0.5,0.65,0.05,1.48,https://www.vgchartz.com/games/boxart/737359ccc.jpg,https://www.vgchartz.com/games/banners/nintendo-world-cup_banner36.jpg
2313,Professor Layton and the Mask of Miracle,3DS,2012,Puzzle,Nintendo  ,Level 5  ,8.4,,0.32,1.05,0.36,0.11,1.84,https://www.vgchartz.com/games/boxart/full_professor-layton-and-the-mask-of-miracle_201JapanFront.jpg,https://www.vgchartz.com/games/banners/professor-layton-and-the-mask-of-miracle_banner81.jpg
2314,SoulCalibur IV,PS3,2008,Fighting,Namco Bandai  ,Project Soul  ,8.4,,0.72,0.4,0.14,0.2,1.47,https://www.vgchartz.com/games/boxart/full_5732911AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/soulcalibur-iv_banner26.jpg
2315,Tamagotchi Connection: Corner Shop,DS,2006,Simulation,Bandai  ,NanaOn-Sha  ,,,0.1,0.02,1.12,0.01,1.26,https://www.vgchartz.com/games/boxart/3765428ccc.jpg,https://www.vgchartz.com/games/banners/13309866924ccc.png
2316,The Incredible Hulk,All,2008,Action,Sega  ,Edge of Reality  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_9890219AmericaFrontccc.png,https://www.vgchartz.com/games/banners/9249902227785ccc.png
2317,Wario Land II,GB,1998,Platform,Nintendo  ,Nintendo R&D1  ,,,0.7,0.35,0.39,0.04,1.48,https://www.vgchartz.com/games/boxart/full_1419500AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/59144176520ccc.png
2318,WWF WrestleMania 2000,N64,1999,Fighting,THQ  ,Aki Corporation  ,,,1.2,0.25,0.02,0.02,1.48,https://www.vgchartz.com/games/boxart/full_9005053AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/wwf-wrestlemania-2000_banner85.jpg
2319,Rogue Legacy,PC,2013,Misc,Cellar Door Games  ,Unknown  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_285676AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/165475681169ccc.png
2320,Disney Sing It: Pop Hits,Wii,2009,Misc,Disney Interactive Studios  ,Zoe Mode  ,6.8,,1.07,0.28,,0.12,1.48,https://www.vgchartz.com/games/boxart/full_7753281AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/disney-sing-it-pop-hits_banner98.jpg
2321,007: Quantum of Solace,X360,2008,Shooter,Activision  ,Treyarch  ,6.6,,0.82,0.51,0.01,0.14,1.48,https://www.vgchartz.com/games/boxart/1441101ccc.jpg,https://www.vgchartz.com/games/banners/007-quantum-of-solace_banner87.png
2322,Major League Baseball 2K5,PS2,2005,Sports,2K Sports  ,Kush Games  ,,,0.72,0.56,,0.19,1.48,https://www.vgchartz.com/games/boxart/full_5635772AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/72312775311ccc.png
2323,Fight Night 2004,PS2,2004,Fighting,EA Sports  ,EA Canada  ,,,1.08,0.2,,0.2,1.48,https://www.vgchartz.com/games/boxart/8854666ccc.jpg,https://www.vgchartz.com/games/banners/fight-night-2004_banner55.jpg
2324,Assassin's Creed III: Liberation,PSV,2012,Adventure,Ubisoft  ,Ubisoft  ,,,0.53,0.57,0.06,0.32,1.48,https://www.vgchartz.com/games/boxart/full_121603AmericaFrontccc.jpeg,https://www.vgchartz.com/games/banners/283991263598ccc.png
2325,Tom Clancy's Splinter Cell: Pandora Tomorrow,XB,2004,Action,Ubisoft  ,Ubisoft Shanghai  ,9.2,9.0,0.82,0.59,,0.07,1.48,https://www.vgchartz.com/games/boxart/1345535ccc.jpg,https://www.vgchartz.com/games/banners/tom-clancys-splinter-cell-pandora-tomorrow_banner4.jpg
2326,Imagine: Master Chef,DS,2007,Simulation,Ubisoft  ,MTO  ,,,0.39,0.91,,0.17,1.47,https://www.vgchartz.com/games/boxart/full_6450294AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/imagine-master-chef_banner98.jpg
2327,Super Scribblenauts,DS,2010,Puzzle,Warner Bros. Interactive  ,5TH Cell  ,7.9,,1.06,0.3,,0.11,1.47,https://www.vgchartz.com/games/boxart/full_super-scribblenauts_4AmericaFront.jpg,https://www.vgchartz.com/games/banners/super-scribblenauts_banner66.png
2328,Disney Princess,GBA,2003,Platform,THQ  ,Art  ,,,1.04,0.37,,0.06,1.47,https://www.vgchartz.com/games/boxart/3490354ccc.jpg,https://www.vgchartz.com/games/banners/72356746222ccc.png
2329,Kirby & the Amazing Mirror,GBA,2004,Platform,Nintendo  ,Flagship  ,7.9,,0.8,0.05,0.76,0.03,1.64,https://www.vgchartz.com/games/boxart/full_8478256AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/kirby-ampamp-the-amazing-mirror_banner35.jpg
2330,Mario Golf,N64,1999,Sports,Nintendo  ,Camelot Software Planning  ,9.0,,0.62,0.18,0.65,0.02,1.47,https://www.vgchartz.com/games/boxart/753227ccc.jpg,https://www.vgchartz.com/games/banners/mario-golf_banner96.jpg
2331,Minecraft,WiiU,2016,Misc,Mojang  ,4J Studios  ,5.5,,0.5,0.49,0.38,0.09,1.47,https://www.vgchartz.com/games/boxart/full_3850570AmericaFrontccc.png,https://www.vgchartz.com/games/banners/3823537108803ccc.jpg
2332,Dying Light,XOne,2016,Action,Warner Bros. Interactive Entertainment  ,Techland  ,,,1.01,0.31,0.01,0.14,1.47,https://www.vgchartz.com/games/boxart/full_1130191AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/65467872233ccc.png
2333,Fight Night Round 3,X360,2006,Fighting,EA Sports  ,EA Chicago  ,8.6,,1.33,0.03,0.01,0.1,1.47,https://www.vgchartz.com/games/boxart/full_1914073AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/fight-night-round-3_banner26.png
2334,Ryse: Son of Rome,XOne,2013,Action,Microsoft Studios  ,Crytek  ,,,0.84,0.49,0.0,0.13,1.47,https://www.vgchartz.com/games/boxart/full_1821842AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/57964073070ccc.png
2335,The SpongeBob SquarePants Movie,GBA,2004,Action,THQ  ,WayForward  ,,,1.02,0.38,,0.06,1.46,https://www.vgchartz.com/games/boxart/3801642ccc.jpg,https://www.vgchartz.com/games/banners/the-spongebob-squarepants-movie_banner42.jpg
2336,Grim Dawn,PC,2016,Role-Playing,Crate Entertainment  ,Crate Entertainment  ,8.4,,,,,,,https://www.vgchartz.com/games/boxart/full_1953808AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/524297952791ccc.png
2337,Forza Horizon 2,XOne,2014,Racing,Microsoft Studios  ,Playground Games  ,,,0.56,0.79,0.01,0.11,1.46,https://www.vgchartz.com/games/boxart/full_2408125AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/240084682895ccc.png
2338,Midway Arcade Treasures,PS2,2003,Misc,Midway Games  ,Digital Eclipse  ,,,0.72,0.56,,0.19,1.46,https://www.vgchartz.com/games/boxart/728714ccc.jpg,https://www.vgchartz.com/games/banners/midway-arcade-treasures_banner66.jpg
2339,Triple Play 99,PS,1998,Sports,EA Sports  ,Treyarch  ,,,0.81,0.55,,0.1,1.46,https://www.vgchartz.com/games/boxart/full_1129980AmericaFrontccc.jpeg,https://www.vgchartz.com/games/banners/398170762655ccc.png
2340,Super Monkey Ball,GC,2001,Puzzle,Sega  ,Amusement Vision  ,9.0,,0.95,0.37,0.1,0.04,1.46,https://www.vgchartz.com/games/boxart/full_4383288AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/super-monkey-ball_banner79.jpg
2341,Wall-E,DS,2008,Platform,THQ  ,Heavy Iron Studios  ,,,0.46,0.82,0.0,0.17,1.46,https://www.vgchartz.com/games/boxart/1025413ccc.jpg,https://www.vgchartz.com/games/banners/wall-e_banner32.png
2342,Donkey Kong,2600,1982,Platform,Coleco  ,Nintendo  ,,,1.36,0.08,,0.02,1.46,https://www.vgchartz.com/games/boxart/9182544ccc.jpg,https://www.vgchartz.com/games/banners/donkey-kong_banner96.jpg
2343,Mortal Kombat 4,PS,1998,Fighting,Midway Games  ,Eurocom Entertainment Software  ,,,0.81,0.55,,0.1,1.46,https://www.vgchartz.com/games/boxart/full_5467225AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/mortal-kombat-4_banner19.jpg
2344,The Sims 3,Wii,2010,Simulation,Electronic Arts  ,The Sims Studio  ,,,0.61,0.7,,0.15,1.46,https://www.vgchartz.com/games/boxart/full_the-sims-3_7AmericaFront.jpg,https://www.vgchartz.com/games/banners/the-sims-3_banner15.jpg
2345,WCW vs the World,PS,1998,Fighting,THQ  ,Aki Corp.  ,,,1.17,0.2,0.04,0.05,1.46,https://www.vgchartz.com/games/boxart/7417741ccc.jpg,https://www.vgchartz.com/games/banners/97190806526ccc.png
2346,Mass Effect 3,PS3,2012,Role-Playing,Electronic Arts  ,BioWare  ,,,0.65,0.58,0.03,0.2,1.46,https://www.vgchartz.com/games/boxart/full_mass-effect-3_896AmericaFront.jpg,https://www.vgchartz.com/games/banners/mass-effect-3_banner43.jpg
2347,Battlefield: Bad Company,X360,2008,Shooter,Electronic Arts  ,EA Digital Illusions CE  ,8.6,,0.81,0.46,0.04,0.15,1.46,https://www.vgchartz.com/games/boxart/full_8904735AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/battlefield-bad-company_banner12.jpg
2348,Mass Effect 2,PS3,2011,Role-Playing,Electronic Arts  ,BioWare Edmonton  ,9.3,,0.78,0.46,0.03,0.18,1.46,https://www.vgchartz.com/games/boxart/full_mass-effect-2_759AmericaFront.jpg,https://www.vgchartz.com/games/banners/mass-effect-2_banner85.jpg
2349,Homefront,X360,2011,Shooter,THQ  ,Kaos Studios  ,6.7,,0.83,0.48,0.02,0.12,1.46,https://www.vgchartz.com/games/boxart/full_homefront_444AmericaFront.jpg,https://www.vgchartz.com/games/banners/homefront_banner40.png
2350,Dark Souls II: Scholar of the First Sin,PC,N/A,Role-Playing,Unknown  ,From Software  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_5450402AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/9306474223393ccc.png
2351,Red Dead Revolver,PS2,2004,Shooter,Rockstar Games  ,Rockstar San Diego  ,,,0.71,0.55,,0.19,1.45,https://www.vgchartz.com/games/boxart/7620922ccc.jpg,https://www.vgchartz.com/games/banners/93666725625ccc.jpg
2352,4 Nin uchi Mahjong,NES,1984,Misc,Nintendo  ,Hudson Soft  ,,,,,1.45,0.0,1.45,https://www.vgchartz.com/games/boxart/full_4-player-mah-jong_819JapanFront.jpg,https://www.vgchartz.com/games/banners/40877756191ccc.png
2353,Dragon Ball Z,SNES,1999,Fighting,Bandai  ,TOSE  ,,,,,1.45,0.0,1.45,https://www.vgchartz.com/games/boxart/full_2518506JapanFrontccc.jpg,https://www.vgchartz.com/games/banners/93114096243ccc.png
2354,Final Fantasy XIV Online,PC,2010,MMO,Square Enix  ,Square Enix  ,5.3,,0.93,0.48,,0.16,1.58,https://www.vgchartz.com/games/boxart/full_final-fantasy-xiv_8AmericaFront.jpg,https://www.vgchartz.com/games/banners/final-fantasy-xiv-online_banner29.jpg
2355,Game de Hakken!! Tamagotchi 2,GB,1997,Simulation,Bandai  ,Tom Create  ,,,,,1.44,0.01,1.45,https://www.vgchartz.com/games/boxart/full_5244344JapanFrontccc.jpg,https://www.vgchartz.com/games/banners/85680253334ccc.png
2356,Namco Museum 64,N64,1999,Misc,Namco  ,Mass Media  ,,,1.24,0.17,0.03,0.01,1.45,https://www.vgchartz.com/games/boxart/8550804ccc.jpg,https://www.vgchartz.com/games/banners/61207501473ccc.jpg
2357,One Piece Pirate Warriors,PS3,2012,Action,Namco Bandai Games  ,Omega Force  ,,,0.01,0.24,0.86,0.06,1.17,https://www.vgchartz.com/games/boxart/full_3589977PALFrontccc.png,https://www.vgchartz.com/games/banners/371261463014ccc.png
2358,Resident Evil Outbreak,PS2,2004,Action,Capcom  ,Capcom Production Studio 1  ,7.1,,0.54,0.35,0.46,0.1,1.45,https://www.vgchartz.com/games/boxart/3125319ccc.jpg,https://www.vgchartz.com/games/banners/resident-evil-outbreak_banner38.jpg
2359,Tamagotchi,GB,1997,Simulation,Bandai  ,Tom Create  ,,,,,1.44,0.01,1.45,https://www.vgchartz.com/games/boxart/full_42836AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/39018363333ccc.jpg
2360,Tekken Tag Tournament 2,PS3,2012,Fighting,Namco Bandai Games  ,Bandai Namco Games  ,,,0.28,0.33,0.13,0.12,0.86,https://www.vgchartz.com/games/boxart/full_2424009AmericaFrontccc.png,https://www.vgchartz.com/games/banners/tekken-tag-tournament-2_banner67.jpg
2361,Doom (2016),XOne,2016,Shooter,Bethesda Softworks  ,id Software  ,,,0.76,0.57,,0.13,1.45,https://www.vgchartz.com/games/boxart/full_2011970AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/564493283087ccc.png
2362,Sonic & SEGA All-Stars Racing,Wii,2010,Racing,Sega  ,Sumo Digital  ,7.9,,0.61,0.69,,0.15,1.45,https://www.vgchartz.com/games/boxart/full_8940693AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/sonic-ampamp-sega-all-stars-racing_banner93.jpg
2363,Sega Genesis Collection,PSP,2006,Misc,Sega  ,Sega  ,8.3,,0.53,0.58,,0.34,1.45,https://www.vgchartz.com/games/boxart/9147705ccc.jpg,https://www.vgchartz.com/games/banners/sega-genesis-collection_banner27.jpg
2364,Tony Hawk's American Wasteland (Weekly american sales),PS2,2005,Sports,Activision  ,Neversoft Entertainment  ,,,1.38,0.05,,0.02,1.45,https://www.vgchartz.com/games/boxart/full_966855AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/tony-hawks-american-wasteland-weekly-american-sales_banner59.png
2365,The House of the Dead 2 & 3 Return,Wii,2008,Shooter,Sega  ,Sega  ,6.5,7.0,0.77,0.5,0.03,0.15,1.45,https://www.vgchartz.com/games/boxart/5990330ccc.jpg,https://www.vgchartz.com/games/banners/the-house-of-the-dead-2-ampamp-3-return_banner19.jpg
2366,Assassin's Creed Syndicate,XOne,2015,Action,Ubisoft  ,Ubisoft Quebec  ,,,0.71,0.61,,0.12,1.44,https://www.vgchartz.com/games/boxart/full_601061AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/204376385504ccc.png
2367,BioShock,PS3,2008,Shooter,2K Games  ,2K Boston / 2K Australia / 2K Marin  ,9.3,9.6,0.75,0.48,0.01,0.21,1.44,https://www.vgchartz.com/games/boxart/8018037ccc.jpg,https://www.vgchartz.com/games/banners/bioshock_banner91.jpg
2368,SingStar Pop,PS2,2007,Misc,Sony Computer Entertainment  ,SCEE London Studio  ,,,0.04,1.08,,0.32,1.44,https://www.vgchartz.com/games/boxart/full_43748AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/singstar-pop_banner39.jpg
2369,Attack on Titan,Series,2013,Action,Spike Chunsoft  ,Spike Chunsoft  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_988743AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/9810207226376ccc.png
2370,Captain Toad: Treasure Tracker,NS,2018,Puzzle,Nintendo  ,Nintendo EPD  ,8.1,,0.31,0.31,0.17,0.06,0.85,https://www.vgchartz.com/games/boxart/full_7236801AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/8896979221271ccc.png
2371,Kirby Super Star,SNES,1996,Platform,Nintendo  ,HAL Laboratory  ,,,0.26,0.07,1.09,0.02,1.44,https://www.vgchartz.com/games/boxart/full_4285816AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/kirby-super-star_banner26.jpg
2372,My Word Coach,DS,2007,Misc,Ubisoft  ,Ubisoft Montreal  ,,,0.37,0.9,,0.18,1.44,https://www.vgchartz.com/games/boxart/7103847ccc.jpg,https://www.vgchartz.com/games/banners/my-word-coach_banner10.jpg
2373,Star Wars: The Force Unleashed II,X360,2010,Action,LucasArts  ,LucasArts  ,6.3,,0.95,0.37,,0.12,1.44,https://www.vgchartz.com/games/boxart/full_star-wars-the-force-unleashed-ii_9AmericaFront.jpg,https://www.vgchartz.com/games/banners/star-wars-the-force-unleashed-ii_banner8.jpg
2374,Sonic Rivals,PSP,2006,Racing,Sega  ,Backbone Entertainment  ,7.0,,0.73,0.43,,0.28,1.44,https://www.vgchartz.com/games/boxart/7944449ccc.jpg,https://www.vgchartz.com/games/banners/sonic-rivals_banner90.jpg
2375,Tiger Woods PGA Tour 2005,PS2,2004,Sports,EA Sports  ,EA Redwood Shores  ,,,1.03,0.32,,0.09,1.44,https://www.vgchartz.com/games/boxart/1774645ccc.jpg,https://www.vgchartz.com/games/banners/tiger-woods-pga-tour-2005_banner60.jpg
2376,Disney Princess: Magical Jewels,DS,2007,Adventure,Disney Interactive Studios  ,1st Playable Productions  ,,,1.12,0.2,,0.12,1.44,https://www.vgchartz.com/games/boxart/full_6479888AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/disney-princess-magical-jewels_banner18.jpg
